name,Category,Rating,Nº Reviews,Stars,User Comment,Hours,Plus Code,Address,City,Province,Url,Latitude,Longitude,Url in Maps,categoria_puntuacion
Hamburgueseria El Fogon,Hamburguesería,4.8,72.0,5.0,"excelente presentación, muy rica la comida tiene un sabor muy único . se nota el espero por sus productos","domingo, 5a11 PM; lunes, 5:30a11 PM; martes, 5:30a11 PM; miércoles, 5:30a11 PM; jueves, 5:30a11 PM; viernes, 5:30a11 PM; sábado, 5:30a11 PM","3VWG+MR Bucaramanga, Santander","Cra. 1 #65b - 38, Canelos, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.096682,-73.1229161,https://maps.app.goo.gl/MLNdXUUee7vjAkrN9,4.5-5.0
Las hamburguesas de provenza,Restaurante,4.5,56.0,1.0,"Si tienen mascotas, es mejor tener cuidado al llevarlas; ya que tienen un perro de raza labrador el cual en dos ocasiones se había mostrado agresivo con mi perro que es bastante pequeño comparado con el, aún así y lo llevé el día de hoy confiando en que si saben que el perro no tolera a otros perros, al menos estarían pendientes de él y no fue así, hasta tal punto que si no fuera por mi rápida reacción ese perro habría mordido al mío sin que él lo hubiese molestado ni nada por el estilo. Deja mucho que pensar el que no puedan estar pendientes de un perro así en un lugar donde las personas llevan sus mascotas. Por este motivo, no volvería a ir.","domingo, 6a11 PM; lunes, Cerrado; martes, Cerrado; miércoles, Cerrado; jueves, Cerrado; viernes, 6a11 PM; sábado, 6a11 PM","3VMQ+P9 Bucaramanga, Santander","Cl. 106 #23a-98, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.0842533,-73.1116006,https://maps.app.goo.gl/9GzhGzXZUEqqVw126,4.5-5.0
Zapata Burgers,Hamburguesería,4.4,87.0,5.0,"Buen lugar para cenar, su especialidad son muy top, obvio hablo de las hamburguesas. La entrada, si cumplió su misión pues fue rápida. La demora si fue un poquito amplia, pero la comida es muy rica.
Me sorprendió los desgranados, plato super recomendado. Los jugos si están un toque pasados de azúcar, aquellos que no les gusta o no quieren deben decirlo antes.","domingo, 6a11 PM; lunes, 12a3 PM, 5:30a11 PM; martes, 12a3 PM, 5:30a11 PM; miércoles, 12a3 PM, 5:30a11 PM; jueves, 12a3 PM, 5:30a11 PM; viernes, 12a3 PM, 5:30a11 PM; sábado, 12a3 PM, 5:30a11 PM","4V7R+3Q Bucaramanga, Santander","Cra. 36 #52-96, Cabecera del llano, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://instagram.com/zapataburgers?utm_medium=copy_link,7.1126467,-73.1080937,https://maps.app.goo.gl/Zxc82WSHbD2njW9HA,4.0-4.5
El Churco,Hamburguesería,4.4,1.842,2.0,"Siempre pido mis papas locas sin pimenton y la misma mesera que me atiende siempre me trae la orden con pimenton cuando claramente le digo que sin pimenton
(Adjunto evidencia)","domingo, 5:30 PMa1 AM; lunes, 5:30 PMa1 AM; martes, 5:30 PMa1 AM; miércoles, 5:30 PMa1 AM; jueves, 5:30 PMa1 AM; viernes, 5:30 PMa1 AM; sábado, 5:30 PMa1 AM","4VMH+XW Bucaramanga, Santander","Cra. 27 #13-59, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1348811,-73.1202139,https://maps.app.goo.gl/ozCtVGz1WKbKmEvM8,4.0-4.5
Filo Angus steak house,Hamburguesería,4.5,447.0,5.0,"En sitio para probar la Sweet Bacon, aprovechando la promoción que había, he de decir que la reputación le precede a este restaurante, siempre he escuchado decir que las hamburguesas son muy buenas y me alegra decir que puedo confirmar esa reputación. A nivel personal la hamburguesa me gustó mucho, el toque de la mermelada de tocineta le da un toque dulce sin llegar a ser exagerado u hostigante, los aros de cebolla apanados también le aportan un buen sabor y sobretodo esa textura crujiente a la hamburguesa, sin mencionar que es sabor de la fritura es muy buena, no se siente aceitosa y mantiene la crocancia. Por último la carne de hamburguesa, muy buena, con bastante sabor a carne, se siente que es carne de verdad y eso se nota en el sabor que tiene.

Me gustó mucho y quedé pendiente de probar otras hamburguesas del menú. Un lugar recomendado para visitar si o si.","domingo, 12a10:30 PM; lunes, 12a10:30 PM; martes, 12a10:30 PM; miércoles, 12a10:30 PM; jueves, 12a10:30 PM; viernes, 12a10:30 PM; sábado, 12a10:30 PM","4V6R+GW Bucaramanga, Santander","Cabecera del llano, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1113385,-73.1077105,https://maps.app.goo.gl/p7TWSpEUvx5hEyKW8,4.5-5.0
Alrock Burger San Alonso,Hamburguesería,4.3,201.0,4.0,"La calidad de la comida... Especialmente las hamburguesas de especialidad tipo angus son excelentes.
El ambiente es perfecto para el nombre que tiene este sitio.
Musica a tono bajo.
Buena atención al cliente .
El ambiente exterior es un poco decadente por la zona y los habitantes de calle.
En general muy buena opción.","domingo, 11:30 AMa10 PM; lunes, 11:30 AMa10 PM; martes, 11:30 AMa10 PM; miércoles, 11:30 AMa10 PM; jueves, 11:30 AMa10 PM; viernes, 11:30 AMa11 PM; sábado, 10:30 AMa11 PM","4VJM+65 Bucaramanga, Santander","Cra. 30 #19-37, Bucaramanga, Santander","Bucaramanga, Santander",Santander,http://alrockburger.com/,7.130606,-73.1171075,https://maps.app.goo.gl/vrrmnVPMjRguXdoS8,4.0-4.5
Comidas Rápidas vip burger center,Restaurante colombiano,4.6,98.0,5.0,"Una sorpresa completa, fui con mi novia y nos encontramos con una hamburguesa con papas deliciosa, con un buen tamaño y con un precio razonable. Debo resaltar el sabor, se nota el empeño que le ponen desde la salsa hasta las papas. La comida salió un poco caliente pero nada grave, es junto al club del comercio por lo que había música fuerte pero no dañaba el ambiente. Sin duda vamos a volver.","domingo, 5 AMa10 PM; lunes, 5 AMa11 PM; martes, 5 AMa11 PM; miércoles, 5 AMa11 PM; jueves, 5 AMa11 PM; viernes, 5 AMa11 PM; sábado, 5 AMa12 AM","4VCH+44 Bucaramanga, Santander","Cl. 35 #20-47, Centro, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1202991,-73.122142,https://maps.app.goo.gl/z9j38GpMWNAkjdtWA,4.5-5.0
La Fabrica Hamburguesas,Restaurante,4.3,167.0,1.0,Espere 40min solo para que recibieran mi pedido y aún cuando lo cancelo ya que no lo recibieron no me llegó la devolución de mi dinero. El número de teléfono no está funcionando y en WhatsApp tampoco responden.,"domingo, 12a9 PM; lunes, 12a9 PM; martes, 12a9 PM; miércoles, 12a9 PM; jueves, 12a9 PM; viernes, 12a9 PM; sábado, 12a9 PM","3VXV+J5 Bucaramanga, Santander","Cacicque Centro Comercial, Cl 93 #34-99, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.0991017,-73.1070664,https://maps.app.goo.gl/Bvz8sF5pjfVS1pAF6,4.0-4.5
JC Burger&apos;s,Hamburguesería,4.8,22.0,1.0,"El lugar y la atención son bastantes buenos pero la verdad pueden mejorar mucho la velocidad de entrega de los pedidos, el tamaño y la sazón de algunos platos los cuales se jactan de ser picantes y no lo son o precios muy caros para platos muy pequeños y creería yo que la propina es voluntaria no debe ser agregada a fuerza en la cuenta y siendo tan cara para la demora tan grande que tuvieron","domingo, 11:30 AMa11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11:30 PM; sábado, 11:30 AMa11:30 PM","4VJP+54 Bucaramanga, Santander","Cra. 32a #20 - 26, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://instagram.com/jc_burgers?igshid=NTc4MTIwNjQ2YQ==,7.1303834,-73.1147171,https://maps.app.goo.gl/iVuHLPWfR5oR91ES6,4.5-5.0
Hamburguesa y Pizzas el Grito,Hamburguesería,4.0,32.0,3.0,"Una hamburguesa mista de pollo, carnes y tocineta está al rededor de 10.000 COP, acompañadas pro papas de corte grueso mas suaves para morder; las salsas son muy normales y el servicio es relativamente rápido, no alcanzan a demorarse 10 minutos.","domingo, 5a11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5a11 PM","4VFH+MQ Bucaramanga, Santander","Cra. 24 #31-11, Antonia Santos, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1241995,-73.1205812,https://maps.app.goo.gl/DpRVCWuhBU9n1od79,4.0-4.5
Pronti Burguer,Hamburguesería,4.6,162.0,4.0,"Buena atención a la comida rica.
Variedad en el menú, poca variedad en las bebidas pero lo justo para una salida casual, área de juego para niños y un buen ambiente para pasar el rato o conversar, buena distancia entre las mesas y cantidad suficiente de mesas.","domingo, 5:30a11:30 PM; lunes, 5:30a11:30 PM; martes, 5:30a11:30 PM; miércoles, 5:30a11:30 PM; jueves, 5:30a11:30 PM; viernes, 5:30a11:59 PM; sábado, 5:30a11:59 PM","4VHJ+JW Bucaramanga, Santander","Cra 29 #21-9, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://instagram.com/prontiburguer?igshid=YmMyMTA2M2Y=,7.1290144,-73.117672,https://maps.app.goo.gl/SgE6JUus3jNxor746,4.5-5.0
Don Sosa Restaurante Hamburgueseria,Restaurante colombiano,4.4,487.0,5.0,"Tienes un menú variado, de comida rápida y comida casera.

Muy buena atención, y servicio.

Sirve muy rápido, y con una buena temperatura.

Hace falta un poco de decoración, aunque para los precios y la ubicación son exelentes.

Recomendado para ir en familia o solo.","domingo, 10 AMa12 AM; lunes, 10 AMa12 AM; martes, 10 AMa12 AM; miércoles, 10 AMa12 AM; jueves, 10 AMa12 AM; viernes, 10 AMa12 AM; sábado, 10 AMa12 AM","4VHQ+7R Bucaramanga, Santander","Cl. 32 #38-24, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1281512,-73.1104179,https://maps.app.goo.gl/ACenTPn6rBF4fyTs6,4.0-4.5
Burger House Santander,Restaurante de comida rápida,4.2,23.0,5.0,"Todos sus productos son deliciosos!! La carne de la hamburguesa tiene un sabor muy bueno, la comida es muy casera. La atención es muy buena, son muy amables con su clientela, conocidos hace más de 10 años en el sector por sus buenos productos","domingo, 5 AMa12 AM; lunes, 5 AMa12 AM; martes, 11 AMa12 AM; miércoles, 11 AMa12 AM; jueves, 11 AMa12 AM; viernes, 11 AMa12 AM; sábado, 5 AMa12 AM","4V5M+F8 Bucaramanga, Santander","Cl. 56 #18-29, Bucaramanga, Santander","Bucaramanga, Santander",Santander,http://www.burgerhousesantander.com/,7.1087404,-73.1167035,https://maps.app.goo.gl/kV4VTpc9Gu3VVX8S6,4.0-4.5
EL CARRO DE LAS HAMBURGUESAS,Restaurante,,,,,"domingo, Cerrado; lunes, 6a11 PM; martes, 6a11 PM; miércoles, 6a11 PM; jueves, 6a11 PM; viernes, 6 PMa3 AM; sábado, 6 PMa3 AM","4V8R+48 Bucaramanga, Santander","a 49-62, Cra. 35a #49-2, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1153273,-73.109127,https://maps.app.goo.gl/Psjy4LQtQTxrWoTj6,< 4.0
Burger Manía Comidas Rápidas,Restaurante de comida rápida,4.5,59.0,5.0,Excelente amburgesa muy sadro si tien su sazón de tradicional y prueda la y me dises que tal mi rey esto esta bomba jejej 😁😁😁,"domingo, 5 PMa1 AM; lunes, 5 PMa1 AM; martes, 5 PMa1 AM; miércoles, 5 PMa1 AM; jueves, 5 PMa1 AM; viernes, 5 PMa1 AM; sábado, 5 PMa1 AM","4V5M+P3 Bucaramanga, Santander","Cl. 55 #18-07, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1092821,-73.1173433,https://maps.app.goo.gl/mZCR7V5E5DAgKaUCA,4.5-5.0
BEAR&apos;S,Restaurante,4.2,294.0,5.0,"El servicio es excelente ya sea para comer en el lugar o para pedir a domicilio, también la comida, es deliciosa, sabores equilibrados, nada ostigante, las granizadas son un 10.","domingo, 6a10 PM; lunes, 6a10 PM; martes, 6a10 PM; miércoles, 6a10 PM; jueves, 6a10 PM; viernes, 6a11 PM; sábado, 6a11 PM","4V3G+55 Bucaramanga, Santander","Cra. 7 #57-46, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1029702,-73.1245183,https://maps.app.goo.gl/F4QmsudSit4Zot7y5,4.0-4.5
Porto Burger,Restaurante de comida rápida,5.0,1.0,5.0,Las mejores papas locas 🙊🙊🙊,"domingo, 5a11 PM; lunes, 5a10 PM; martes, 5a10 PM; miércoles, 5a10 PM; jueves, 5a10 PM; viernes, 5a10 PM; sábado, 5a11 PM","4V9P+4X Bucaramanga, Santander","Cra 29#94-52, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://porto-burger.ueniweb.com/?utm_campaign=gmb,7.1177522,-73.1125547,https://maps.app.goo.gl/5DYJhZRyeAMoidGA9,4.5-5.0
Americana Xtreme,Restaurante de comida rápida,3.8,10.0,5.0,Rica las hamburguesas nos gustaron mucho y rápidos en despachar pedidos,"domingo, Cerrado; lunes, 11:30 AMa8 PM; martes, 11:30 AMa8 PM; miércoles, 11:30 AMa8 PM; jueves, 11:30 AMa8 PM; viernes, 11:30 AMa8 PM; sábado, 11:30 AMa8 PM","4V9F+26 Bucaramanga, Santander","Cl. 36 #1430, García Rovira, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1175736,-73.1268755,https://maps.app.goo.gl/waDnhC33SRogDzUx9,< 4.0
Danny Burger,Restaurante,4.5,596.0,5.0,"Una experiencia muy agradable, buena atención, y servicio rápido, las recomendaciones que nos dieron en la comida muy acertadas, buena presentación, lo mejor la cortesía de la casa de las arepitas! Un plus al servicio","domingo, 5a11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5a11 PM","3VRJ+V9 Bucaramanga, Santander","Cl 88 #17b, La Victoria, Bucaramanga, San Luis, Santander","Bucaramanga, Santander",Santander,https://instagram.com/dannyburgercolombia?igshid=YzAwZjE1ZTI0Zg==,7.092223,-73.1190718,https://maps.app.goo.gl/pykGB86ubW3YxY9u5,4.5-5.0
ASTRO BURGER EXPRESS,Hamburguesería,,,5.0,Una de las mejores hamburguesas que puedes encontrar en bucaramanga con precios adsequibles y con productos de alta calidad. Su variedad de sabores sabores te impactaran.,"domingo, 6a11 PM; lunes, Cerrado; martes, 6a11 PM; miércoles, 6a11 PM; jueves, 6a11 PM; viernes, 6a11 PM; sábado, 6a11 PM",,"Cl. 32 #40-25, Bucaramanga, Santander",Bucaramanga,Santander,,7.1285674,-73.1098511,https://maps.app.goo.gl/BrAzzyqFJNNvPHTy7,< 4.0
Toro Mc Coy Cabecera,Restaurante,4.5,1.748,3.0,"El lugar me encantó. La decoración, ambientada en el viejo oeste, es realmente atractiva y crea un ambiente único. La presentación de la comida y las bebidas también es impecable, se nota que se han esmerado en cuidar cada detalle.

Sin embargo, la comida en sí no me convenció. No es que sea mala, pero le falta algo de sabor y personalidad. Creo que en Bucaramanga hay muchos lugares con una propuesta gastronómica más rica y memorable. No tuve la oportunidad de probar el arroz, así que tal vez esa sea la excepción.

En general, lo recomiendo si buscas un lugar bonito para pasar un rato agradable con amigos o familiares, especialmente para celebrar cumpleaños o eventos especiales. El ambiente del lugar es ideal para este tipo de ocasiones. Sin embargo, si lo que buscas es una experiencia gastronómica excepcional, tal vez este no sea el lugar ideal.","domingo, 12a11 PM; lunes, 12a11 PM; martes, 12a11 PM; miércoles, 12a11 PM; jueves, 12a11 PM; viernes, 12a11 PM; sábado, 12a11 PM","4V8Q+77 Bucaramanga, Santander","Cl. 49 #32 07, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,http://www.toromccoy.com/,7.1156648,-73.1117707,https://maps.app.goo.gl/3cXNt1E94YqUykTh6,4.5-5.0
LA TABLA D&apos; HAMBURGUESAS Y PIZZAS,Restaurante de comida rápida,4.5,77.0,4.0,"Buen lugar y bien ubicado. La comida es buena pero falta más variedad de bebidas, pues solo ofrecen cerveza, granizadas, gaseosa y agua. Las hamburguesas es su fuerte y el sitio es bonito, limpio y la música a nivel que permite conversar con quién vayas. Recomendados","domingo, 4a11 PM; lunes, 12a10:30 PM; martes, 12a10:30 PM; miércoles, 12a10:30 PM; jueves, 12a10:30 PM; viernes, 12a10:30 PM; sábado, 4a10:30 PM","4V8M+3M Bucaramanga, Santander","Cra. 26a #No 50 66, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1151407,-73.1158051,https://maps.app.goo.gl/gfetTjBGXsLH8rh59,4.5-5.0
Hamburguesas Don Serafo,Restaurante,5.0,7.0,5.0,"Excelente comida y muy buen lugar, aseado y cómodo.","domingo, 12a11 PM; lunes, Cerrado; martes, 12a11 PM; miércoles, 12a11 PM; jueves, 12a11 PM; viernes, 12a11 PM; sábado, 12a11 PM","4V6M+HP Bucaramanga, Santander","680003, Cra 23 #53 03, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1114843,-73.1157268,https://maps.app.goo.gl/2AbPBXuQNS7kcyFv6,4.5-5.0
COCINA DE LOCOS,Hamburguesería,4.4,368.0,1.0,"Es la primera vez que íbamos y la atención recibida por parte de la chica que está en la entrada no fue la mejor, nos dieron una tártara completamente dañada, adicional a esto, las personas de mi familia que comieron pechuga y productos con pollo resultaron intoxicados. Nos llevamos una muy mala experiencia","domingo, 5a11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5a11 PM","4V7Q+H4 Bucaramanga, Santander","Cl. 51 #31 18, Cabecera del llano, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://linktr.ee/cocinadelocos,7.1138792,-73.1121854,https://maps.app.goo.gl/VrXX1WT84e7zMcui7,4.0-4.5
